770.000,614.000,41.000,51.000
768.734,614.181,41.000,51.000
767.468,613.638,41.000,51.000
764.032,613.819,41.000,51.000
762.405,614.000,41.000,51.000
761.139,613.096,41.000,51.000
758.622,612.719,41.907,52.128
756.958,612.904,41.907,52.128
755.295,613.089,41.907,52.128
751.955,611.937,42.834,53.282
749.876,611.748,42.834,53.282
749.058,612.498,41.921,52.145
746.101,610.579,42.848,53.299
744.400,610.768,42.848,53.299
742.321,610.956,42.848,53.299
739.864,611.145,42.848,53.299
736.449,609.183,43.796,54.478
735.241,610.323,42.862,53.317
732.405,610.512,42.862,53.317
730.325,607.676,42.862,53.317
728.624,608.621,42.862,53.317
725.788,608.810,42.862,53.317
723.709,608.243,42.862,53.317
721.251,608.810,42.862,53.317
719.550,608.243,42.862,53.317
717.638,608.629,41.948,52.180
715.973,608.814,41.948,52.180
714.307,608.629,41.948,52.180
711.902,608.444,41.948,52.180
710.607,607.519,41.948,52.180
708.942,607.704,41.948,52.180
707.647,608.259,41.948,52.180
706.352,606.594,41.948,52.180
704.316,607.149,41.948,52.180
702.651,605.484,41.948,52.180
701.356,606.409,41.948,52.180
699.691,605.854,41.948,52.180
698.396,606.039,41.948,52.180
696.731,604.744,41.948,52.180
695.436,605.299,41.948,52.180
693.771,604.374,41.948,52.180
692.845,604.559,41.948,52.180
691.920,604.744,41.948,52.180
690.255,604.559,41.948,52.180
688.590,604.004,41.948,52.180
686.925,603.079,41.948,52.180
685.630,602.524,41.948,52.180
683.594,602.709,41.948,52.180
681.559,602.524,41.948,52.180
679.894,601.969,41.948,52.180
678.599,601.414,41.948,52.180
676.934,601.599,41.948,52.180
675.269,601.414,41.948,52.180
672.863,600.489,41.948,52.180
671.568,601.044,41.948,52.180
669.903,600.489,41.948,52.180
668.608,600.674,41.948,52.180
666.943,600.859,41.948,52.180
665.648,600.674,41.948,52.180
663.983,600.119,41.948,52.180
663.058,599.193,41.948,52.180
661.392,599.378,41.948,52.180
660.467,599.193,41.948,52.180
659.172,599.008,41.948,52.180
657.877,598.083,41.948,52.180
657.322,598.268,41.948,52.180
656.521,599.003,41.054,51.067
655.388,598.326,40.178,49.978
654.148,598.503,40.178,49.978
652.907,598.326,40.178,49.978
652.730,598.857,40.178,49.978
654.696,596.487,39.321,48.912
660.297,602.525,38.483,47.869
673.959,608.761,37.662,46.848
719.213,594.628,38.496,47.885
713.326,547.064,39.347,48.944
665.177,542.022,40.218,50.027
643.200,590.606,41.108,51.134
642.415,596.569,40.231,50.043
641.304,596.247,39.373,48.976
640.887,597.271,38.533,47.932
638.678,596.422,38.533,47.932
638.270,597.096,37.712,46.910
636.440,596.597,37.712,46.910
635.276,596.764,37.712,46.910
633.779,596.930,37.712,46.910
631.616,597.096,37.712,46.910
630.785,595.932,37.712,46.910
628.955,596.764,37.712,46.910
627.675,595.727,38.546,47.948
626.825,595.217,38.546,47.948
625.295,595.387,38.546,47.948
624.445,594.877,38.546,47.948
623.255,595.387,38.546,47.948
622.065,594.537,38.546,47.948
620.535,594.707,38.546,47.948
619.685,594.197,38.546,47.948
618.949,594.217,37.724,46.925
617.118,593.718,37.724,46.925
615.954,593.884,37.724,46.925
614.789,594.050,37.724,46.925
612.959,592.553,37.724,46.925
612.127,593.052,37.724,46.925
611.295,592.553,37.724,46.925
610.130,592.719,37.724,46.925
608.965,592.553,37.724,46.925
607.468,592.386,37.724,46.925
606.969,592.220,37.724,46.925
605.471,592.386,37.724,46.925
604.639,591.887,37.724,46.925
602.144,592.386,37.724,46.925
600.979,591.555,37.724,46.925
599.481,591.388,37.724,46.925
598.317,591.222,37.724,46.925
596.819,590.390,37.724,46.925
594.656,590.556,37.724,46.925
593.159,590.723,37.724,46.925
592.327,590.556,37.724,46.925
591.162,590.057,37.724,46.925
589.332,589.225,37.724,46.925
588.167,589.392,37.724,46.925
586.670,589.225,37.724,46.925
585.172,589.392,37.724,46.925
584.340,589.225,37.724,46.925
583.508,589.059,37.724,46.925
582.677,588.560,37.724,46.925
581.315,589.220,36.920,45.924
580.500,589.709,36.920,45.924
579.686,588.895,36.920,45.924
579.295,588.914,36.132,44.945
578.180,588.754,36.132,44.945
577.383,588.595,36.132,44.945
577.307,588.613,35.362,43.987
576.839,589.081,35.362,43.987
575.436,588.613,35.362,43.987
574.344,588.769,35.362,43.987
573.564,588.925,35.362,43.987
573.096,589.081,35.362,43.987
572.940,588.301,35.362,43.987
571.848,588.769,35.362,43.987
570.757,588.925,35.362,43.987
569.977,589.393,35.362,43.987
568.885,588.613,35.362,43.987
568.417,589.705,35.362,43.987
568.644,591.226,34.608,43.049
568.866,590.655,33.870,42.131
566.924,592.597,33.870,42.131
567.944,593.526,34.619,43.063
569.304,595.426,35.385,44.015
572.960,591.863,36.168,44.989
581.332,589.213,36.968,45.985
587.859,576.017,37.786,47.002
595.222,572.904,38.622,48.042
603.454,569.721,39.476,49.105
612.231,567.191,40.350,50.191
621.663,565.233,40.350,50.191
629.156,560.431,41.243,51.302
635.305,555.900,42.155,52.437
641.069,553.111,42.155,52.437
645.039,549.252,43.088,53.597
650.675,545.702,44.041,54.783
655.629,543.685,45.016,55.995
660.281,540.799,46.012,57.234
665.036,541.640,47.030,58.500
670.756,542.069,48.070,59.794
675.724,542.947,49.134,61.117
680.351,541.597,50.221,62.470
687.839,542.514,51.332,63.852
691.235,541.382,51.332,63.852
697.801,541.156,51.332,63.852
701.650,537.760,51.332,63.852
705.545,533.530,52.468,65.265
709.016,532.373,52.468,65.265
713.876,532.142,52.468,65.265
718.736,532.373,52.468,65.265
722.670,529.827,52.468,65.265
727.021,531.639,51.349,63.873
729.512,530.506,51.349,63.873
731.529,528.625,52.485,65.286
737.666,533.114,51.365,63.894
742.363,535.760,50.270,62.531
746.959,541.770,49.198,61.198
750.648,544.157,49.198,61.198
753.035,543.072,49.198,61.198
